"H_Shannon","H_Renyi","H_Tsallis","H_Fisher","C_Shannon","C_Renyi","C_Tsallis","C_Fisher","n","Model"
0.909038661784756,0.884745016593043,0.92495726731618,0.513645086459631,0.0917947753674445,0.040553284217807,0.04239645801594,0.0235435009947715,"1000","AR2_M2"
0.923498816707999,0.901215086224984,0.936161259433752,0.456137243607778,0.0775475587924713,0.0343504584618735,0.0356824568821813,0.0173859977256871,"1000","AR2_M2"
0.919164901544281,0.896029075695894,0.932651219736173,0.473754136814375,0.0817047370204484,0.0361533215521314,0.0376309657328053,0.0191152118937663,"1000","AR2_M2"
0.925315115052276,0.903104391311308,0.937435947654748,0.474946569629547,0.0755916907735694,0.0334884197238019,0.0347614835906835,0.0176117071549612,"1000","AR2_M2"
0.906829912616586,0.88256992440433,0.923465234600149,0.584353037814488,0.0941565019140914,0.0415954568918828,0.0435228499123038,0.0275405165323964,"1000","AR2_M2"
0.929118761484741,0.907508675720908,0.940399094153791,0.414200649972497,0.0717568216854838,0.0318137634326847,0.0329667749897308,0.0145202815625112,"1000","AR2_M2"
0.931416832290196,0.910153105855955,0.942172623763424,0.422361272436578,0.0694144634326154,0.0307887914219679,0.0318719523230757,0.01428769845216,"1000","AR2_M2"
0.926083812850564,0.903944532347147,0.938002086630318,0.418307105279102,0.074770718742492,0.033128009470094,0.0343761601479808,0.0153302345986998,"1000","AR2_M2"
0.936214999147101,0.915781868778813,0.945933683338726,0.383245396217702,0.0645582912812858,0.0286642623727549,0.0296080237126824,0.0119957022134361,"1000","AR2_M2"
0.914912047551454,0.891419283001301,0.929517460683489,0.51317384577379,0.0860605193972526,0.0380608898809894,0.0396875660961886,0.0219109611001892,"1000","AR2_M2"
0.917280899930533,0.894081791903397,0.931329025550025,0.509114294469262,0.0837059102257132,0.0370342300966985,0.0385770672664368,0.0210882897936592,"1000","AR2_M2"
0.916907774244877,0.893398835713137,0.930864755709186,0.457547342091952,0.0838910497850756,0.0371028827069657,0.0386588435830646,0.0190019559998314,"1000","AR2_M2"
0.912690533606819,0.888874665862271,0.92778206607891,0.550407347887736,0.088232561369373,0.0390048099750328,0.0407121100144601,0.0241524872265281,"1000","AR2_M2"
0.922185609726636,0.899513560507355,0.9350114153922,0.444097457535628,0.0787090265446477,0.0348486703550116,0.0362239170411142,0.0172050834835984,"1000","AR2_M2"
